index	char	source	confidence	uses	alts
800	縅	reading	medium	2	縫纖磯織饒
801	医	context	medium	17	医匿匱■匣
802	滷	bitmap	low	3	滷抽痴廸鈿
803	鮮	ruby	high	2	
804	倫	ruby	high	22	
805	慎	ruby	high	12	
806	賻	ruby	high	3	
807	織	context	medium	14	織纖蠍縫繻
808	蔽	ruby	medium	2	
809	奴	ruby	high	8	
810	衣	bitmap	low	8	衣古寂六蟲
811	藝	context	medium	3	装籤纂藝易
812	険	context	medium	23	険陝隙崗陳
813	片	context	medium	21	片庁疔咋Ｒ
814	状	ruby	high	49	
815	况	ruby	medium	17	況
816	鈍	ruby	high	4	
817	改	okurigana	low	7	改攸傀敗愎
818	徽	bitmap	low	1	徽撤撒檄傲
819	薄	ruby	high	8	
820	斫	bitmap	low	1	斫斷癜衛飯
821	室	ruby	medium	24	
822	西	bitmap	low	36	鐡饅西癧蠏
823	島	bitmap	low	36	島烏斷嶌贔
824	塢	ruby	medium	1	
825	散	context	medium	5	散敗敢批飲
826	饅	context	medium	3	榛椿樟檪捧
827	轂	bitmap	low	1	新影轂斟鬆
828	猪	ruby	medium	7	祈
829	滅	ruby	high	11	
830	支	context	medium	6	支文攴嵬叉
831	息	context	medium	10	怠息意蠢憙
832	態	context	medium	27	態鏃搬嫐巌
833	遺	ruby	high	7	
834	遺	ruby	medium	3	
835	廊	context	medium	10	廊搬鰍蠍膨
836	従	ruby	high	165	
837	責	ruby	medium	10	
838	杉	ruby	medium	1	
839	論	context	medium	98	踰綸誕鏃■
840	會	okurigana	medium	12	姿杳妾姜霤
841	北	ruby	medium	1	
842	完	ruby	high	11	
843	微	ruby	high	8	
844	妙	ruby	high	11	
845	隣	ruby	high	6	
846	凶	ruby	high	22	
847	紋	ruby	medium	121	れ
848	織	ruby	high	4	
849	展	context	medium	2	襞巌篏賍鯱
850	恠	ruby	high	20	
851	鍍	ruby	high	6	
852	扶	ruby	medium	22	拭
853	跡	ruby	high	22	
854	策	ruby	medium	9	
855	拳	ruby	high	58	
856	袋	ruby	high	3	
857	矛	ruby	high	20	
858	盾	ruby	high	20	
859	牙	ruby	medium	1	
860	傷	ruby	medium	16	障
861	械	bitmap	low	1	械絨機擁槭
862	農	bitmap	low	1	農麝嗇盡盪
863	異	context	medium	2	曩嚢糞異黌
864	収	ruby	high	8	
865	盤	bitmap	low	6	盤焜涎擬挺
866	晩	bitmap	low	5	晩崗巉畭晦
867	操	ruby	high	9	
868	語	context	medium	5	鏃跡胼銚路
869	甘	ruby	high	6	
870	位	context	medium	7	位矼佼皎眩
871	僚	ruby	high	5	
872	埃	ruby	high	4	
873	掃	ruby	high	5	
874	除	ruby	high	12	
875	齡	ruby	high	4	
876	紅	context	medium	29	奸紆好妊紵
877	蔵	bitmap	low	1	蔵綫廱磯饑
878	朴	ruby	medium	1	
879	類	context	medium	10	鬚製黐躓鏡
880	疚	bitmap	low	3	疚疫陂篋披
881	專	ruby	medium	3	
882	摘	ruby	high	3	
883	憩	ruby	high	2	
884	訪	okurigana	medium	17	道遊遣逝避
885	六	bitmap	low	2	六犬大宍穴
886	演	context	medium	2	廣癢痕宸廉
887	饑	okurigana	medium	10	腸腦膓鞴臆
888	洗	context	medium	8	洗疣虎廃庶
889	饒	bitmap	low	4	饒蹤瞳縱鐵
890	右	bitmap	low	3	右衣若翕宕
891	励	okurigana	medium	14	閉関閏閤閔
892	會	bitmap	low	8	會貴背賚育
893	追	ruby	medium	25	織
894	及	ruby	high	9	
895	躱	ruby	high	4	
896	縄	ruby	medium	1	
897	控	reading	medium	6	控椌掀倥瞭
898	告	context	medium	30	裁哉政馥跛
899	鑑	ruby	medium	2	
900	斑	ruby	high	25	
901	慢	ruby	high	9	
902	習	context	medium	6	鏗欝磐體暦
903	頓	ruby	medium	1	
904	几	ruby	medium	1	
905	帳	ruby	medium	32	
906	緯	ruby	high	4	
907	字	context	medium	7	字宇学孚芋
908	秀	ruby	high	4	
909	簸	ruby	medium	1	
910	民	ruby	high	6	
911	訴	ruby	high	49	
912	訟	ruby	high	2	
913	五	context	medium	4	五互豆丑韭
914	兼	bitmap	low	2	兼家奢禾峯
915	烏	bitmap	low	1	烏鳥嶌島趣
916	処	context	medium	7	処賍鏃蛆難
917	敗	context	medium	17	改畋欧陂攸
918	娜	ruby	high	3	
919	箍	ruby	high	3	
920	倭	ruby	high	3	
921	伊	ruby	medium	2	
922	骰	bitmap	low	1	沢骰射汎肘
923	曹	ruby	high	5	
924	羽	ruby	medium	2	
925	矢	bitmap	low	1	失矢欠夂笂
926	角	ruby	medium	3	
927	挑	ruby	high	5	
928	精	ruby	high	6	
929	裏	ruby	medium	1	
930	庭	context	medium	6	庭庇鮭■竅
931	締	okurigana	medium	3	鋤勘鵬鍮鵲
932	腎	ruby	medium	15	
933	透	ruby	medium	3	
934	析	ruby	medium	3	
935	怡	bitmap	low	8	怡檢凾鏃抬
936	療	reading	medium	2	療瘴瘡康槍
937	欠	okurigana	low	1	欠失夂矢火
938	欧	ruby	high	18	
939	原	context	medium	11	獻鯡騏閤蠍
940	因	context	medium	18	因困囚囮固
941	交	ruby	high	16	
942	叱	ruby	medium	1	
943	咤	ruby	medium	1	
944	激	ruby	high	11	
945	禿	ruby	medium	3	励
946	資	ruby	medium	11	
947	援	ruby	high	3	
948	腑	ruby	medium	12	撫
949	戒	ruby	high	2	
950	寢	ruby	high	7	
951	管	context	medium	30	暼瞥臀贇脣
952	妝	bitmap	low	1	妝餤餘聽敝
953	布	bitmap	low	7	布畚希泰有
954	眼	context	medium	3	掛団擯陏随
955	品	ruby	high	18	
956	窓	bitmap	low	2	窓慰巌意憇
957	町	bitmap	low	3	町叮弯腎畔
958	都	ruby	high	12	
959	攻	ruby	medium	3	施
960	請	ruby	high	10	
961	骸	bitmap	low	2	骸黻軌散截
962	規	context	medium	3	魔庵班撹斑
963	地	ruby	high	16	
964	区	context	medium	2	区匡医匿匯
965	青	context	medium	3	賣責青資胄
966	鐚	ruby	medium	6	
967	審	ruby	medium	6	信
968	診	ruby	high	5	
969	謹	ruby	medium	1	
970	樋	ruby	medium	130	
971	挂	bitmap	low	1	挂忤往疔抂
972	長	ruby	medium	1	
973	簿	reading	medium	1	俸捧樺棒傳
974	康	bitmap	low	1	康庫唐瘉廣
975	脳	ruby	medium	6	
976	公	context	medium	11	公血疽会盍
977	秘	ruby	high	27	
978	拵	bitmap	low	1	拵斫橇餠蝣
979	鶴	ruby	medium	1	
980	政	context	medium	5	政攸硫段妝
981	閥	ruby	medium	2	
982	躍	ruby	medium	1	
983	執	ruby	medium	6	
984	刀	ruby	medium	4	
985	踪	ruby	high	2	
986	退	ruby	high	13	
987	轟	bitmap	low	1	轟姦巖典巍
988	症	ruby	high	2	
989	瞭	ruby	medium	1	
990	逃	reading	medium	17	逃遇逓透違
991	騒	ruby	medium	3	沢
992	怒	ruby	high	9	
993	久	bitmap	low	11	久失入矢先
994	修	context	medium	7	修斷絛條睫
995	抄	bitmap	low	2	抄砂捗秒杪
996	拍	ruby	medium	1	
997	泥	ruby	medium	5	
998	紙	context	medium	8	紕敏毓航妣
999	値	context	medium	3	鏃披敏縱篏
1000	掬	ruby	high	7	
1001	狙	reading	medium	4	肌雖班銚蛆
1002	歳	ruby	high	8	
1003	鵜	ruby	high	5	
1004	迫	ruby	high	9	
1005	飾	bitmap	low	1	飾節擦捺緲
1006	股	ruby	high	2	
1007	模	ruby	high	12	
1008	図	ruby	medium	11	闘墓
1009	絞	reading	medium	10	皎絞紋歐毓
1010	紛	ruby	high	4	
1011	脅	ruby	medium	11	
1012	皎	okurigana	medium	14	庇位掖掩掟
1013	寧	context	medium	3	亨亭甼夢奉
1014	官	context	medium	21	肓宵官盲賞
1015	毛	reading	medium	1	毛ｔ七る韭
1016	揃	reading	medium	7	機攘撻接醸
1017	醋	ruby	high	2	
1018	章	ruby	medium	1	
1019	侖	bitmap	low	2	侖瘴唐癜儉
1020	叩	reading	medium	3	叩嚶明喞啾
1021	爺	ruby	medium	2	
1022	救	context	medium	7	枚敘救教敦
1023	妄	ruby	high	2	
1024	暮	context	medium	3	蟇馨暮普募
1025	帽	ruby	high	3	
1026	衝	ruby	high	3	
1027	値	ruby	high	7	
1028	刻	ruby	high	6	
1029	砲	ruby	high	12	
1030	到	ruby	medium	3	藤
1031	兼	okurigana	low	6	糸紊峯素彖
1032	争	okurigana	medium	4	争爭箏拳事
1033	監	ruby	high	5	
1034	候	bitmap	low	3	候鯲鯱鮠餤
1035	補	bitmap	low	5	補禎袖鱸襠
1036	真	ruby	high	94	
1037	陣	reading	medium	3	陣障隙陳降
1038	真	ruby	medium	4	
1039	捺	ruby	high	7	
1040	融	ruby	high	2	
1041	胎	ruby	medium	3	払
1042	迷	ruby	high	10	
1043	惑	ruby	medium	12	窗
1044	唖	ruby	medium	2	宛
1045	歴	bitmap	low	2	歴麼壁■鯲
1046	荷	context	medium	8	荷掎揩黹拇
1047	侃	bitmap	low	1	侃倶僞飢似
1048	遅	ruby	high	2	
1049	虐	context	medium	8	避遯遵靂邂
1050	胆	ruby	high	2	
1051	文	context	medium	6	文夂叉夊乂
1052	旬	bitmap	low	2	旬句紺匂絎
1053	読	okurigana	medium	13	跿読蹉跛説
1054	姓	ruby	medium	2	
1055	素	ruby	medium	7	棄
1056	至	okurigana	low	4	至亜杢册墾
1057	七	reading	medium	240	七も虹虻蚣
1058	芝	reading	medium	240	芝乏正之苫
1059	慰	reading	medium	2	慰蠍憇獸璧
1060	増	bitmap	low	3	増壞憎辮燉
1061	庁	ruby	medium	8	
1062	廼	ruby	medium	12	
1063	闇	ruby	medium	1	
1064	匹	ruby	medium	1	
1065	烈	ruby	medium	1	
1066	卷	bitmap	low	3	卷巻巷春呑
1067	辿	reading	medium	4	辿廸迪滷澁
1068	採	context	medium	7	採崗接捺媒
1069	略	ruby	medium	1	
1070	賛	context	medium	3	贅賛暼贊貲
1071	底	ruby	high	4	
1072	低	context	medium	6	批飮低戟抵
1073	盜	okurigana	low	1	虫血由曳疽
1074	駐	ruby	medium	1	
1075	己	ruby	medium	2	
1076	挟	reading	medium	1	挟陝険陜陳
1077	鬼	ruby	high	4	
1078	裕	ruby	high	5	
1079	寂	ruby	high	5	
1080	灰	bitmap	low	1	灰疣仄洗比
1081	寃	ruby	high	4	
1082	帯	ruby	high	2	
1083	瘡	context	medium	3	債夷倚儀橇
1084	距	ruby	medium	1	
1085	離	ruby	high	5	
1086	摸	ruby	high	4	
1087	捧	bitmap	low	1	捧欅捺棒俸
1088	罰	ruby	high	8	
1089	歪	reading	medium	1	豊盖遊量奎
1090	課	ruby	high	13	
1091	匿	ruby	high	3	
1092	勢	ruby	high	11	
1093	饂	ruby	medium	6	
1094	概	ruby	high	3	
1095	汗	ruby	high	3	
1096	封	ruby	medium	1	
1097	鎖	ruby	medium	1	
1098	稔	bitmap	low	4	稔聽聴■棯
1099	研	bitmap	low	1	研斫絣妍緋
1100	才	ruby	high	6	
1101	嘲	ruby	medium	1	
1102	隔	ruby	high	4	
1103	盗	reading	medium	1	盗盜韲盃盧
1104	皮	bitmap	low	3	皮度疣虔座
1105	崗	bitmap	low	3	肉崗内府典
1106	武	ruby	medium	4	腐
1107	多	ruby	medium	1	
1108	停	bitmap	low	2	停儚倅序俸
1109	犲	bitmap	low	9	犲拌Ｈ鮗紂
1110	把	ruby	high	2	
1111	辻	ruby	high	3	
1112	褄	ruby	high	3	
1113	唯	ruby	high	3	
1114	揺	ruby	high	4	
1115	娥	ruby	medium	3	
1116	暴	ruby	high	4	
1117	序	bitmap	low	1	停陣序倅陳
1118	儺	ruby	high	3	
1119	蠡	bitmap	low	4	北変蠡鉱扎
1120	珍	reading	medium	1	珍庫橡陣纔
1121	媒	ruby	medium	1	
1122	痕	ruby	medium	2	
1123	耀	okurigana	medium	5	餓饒鱶饋贖
1124	縞	bitmap	low	1	縞槁穢橇綸
1125	筆	ruby	medium	2	
1126	嗅	bitmap	low	1	嗅喨喰哨喋
1127	寅	ruby	high	3	
1128	術	ruby	high	2	
1129	来	context	medium	4	禾来米末漸
1130	煤	ruby	high	5	
1131	班	bitmap	low	2	班蛆艇短鯤
1132	疎	ruby	medium	1	
1133	營	bitmap	low	2	豢營籤意蕉
1134	徹	ruby	high	2	
1135	海	context	medium	6	海攤侮悔廉
1136	航	ruby	medium	1	
1137	省	context	medium	4	省睿眷着寰
1138	懲	bitmap	low	8	懲慾慰戀愍
1139	肯	ruby	medium	4	
1140	既	ruby	high	8	
1141	述	bitmap	low	1	述迹迷遂崖
1142	降	bitmap	low	5	降崗陣障陽
1143	憑	ruby	high	2	
1144	沢	ruby	medium	2	敷
1145	陥	reading	medium	1	陥隘險瞼■
1146	量	ruby	medium	7	
1147	絞	bitmap	low	1	絞較鮫餃般
1148	壁	ruby	medium	2	
1149	覗	okurigana	low	2	覗唳棍峻嚇
1150	薤	ruby	medium	1	
1151	冪	bitmap	low	1	冪纂募暴幕
1152	拓	bitmap	low	5	拓妬斫揃佑
1153	怒	ruby	medium	1	
1154	雄	ruby	medium	1	
1155	沈	ruby	medium	1	
1156	覧	bitmap	low	1	覧賢覽髱嘗
1157	侮	ruby	medium	1	
1158	塀	ruby	high	2	
1159	差	ruby	medium	6	
1160	祥	ruby	high	5	
1161	権	ruby	medium	5	
1162	徐	bitmap	low	1	徐揄偸崗鐓
1163	末	bitmap	low	1	末来素禾家
1164	瞭	ruby	high	3	
1165	誉	ruby	high	2	
1166	減	ruby	medium	10	
1167	駄	ruby	medium	1	
1168	渉	ruby	high	3	
1169	野	ruby	medium	1	
1170	蛮	ruby	medium	1	
1171	蔑	ruby	medium	2	
1172	猫	ruby	high	4	
1173	酬	bitmap	low	1	酬醂醺醸醵
1174	丹	bitmap	low	1	丹辨府肘段
1175	詭	ruby	high	3	
1176	脱	context	medium	5	餠胼躋廚腆
1177	愉	ruby	medium	1	
1178	快	ruby	medium	3	
1179	肉	ruby	high	6	
1180	逸	ruby	medium	1	
1181	赴	bitmap	low	1	赴趁肚社杜
1182	捻	reading	medium	1	捻捨棯徐陰
1183	豊	context	medium	2	譽饗豊讐謦
1184	科	bitmap	low	2	科料斜抖將
1185	更	ruby	high	6	
1186	僧	ruby	medium	2	
1187	鰓	ruby	high	8	
1188	呵	ruby	medium	1	
1189	馬	ruby	high	2	
1190	鹿	ruby	high	2	
1191	償	reading	medium	1	償俄債僖儀
1192	賄	ruby	medium	1	
1193	簸	ruby	medium	1	
1194	隙	ruby	medium	1	
1195	話	ruby	high	3	
1196	嶇	ruby	high	3	
1197	嘘	ruby	high	3	
1198	慌	ruby	medium	1	
1199	註	bitmap	low	1	註百計肛詮
1200	喫	reading	medium	1	嚶喫噤櫻喟
1201	折	ruby	medium	1	
1202	慘	reading	medium	1	慘惨搬憮崗
1203	曖	ruby	high	2	
1204	昧	ruby	high	2	
1205	花	context	medium	30	花祉荘托衽
1206	薙	ruby	high	2	
1207	涙	ruby	high	2	
1208	他	ruby	medium	1	
1209	桂	bitmap	low	1	桂蛙昼袿硅
1210	拾	okurigana	medium	2	拾抬拵捨蹤
1211	按	bitmap	low	3	按確接橦櫁
1212	赦	ruby	medium	2	
1213	玄	ruby	medium	1	
1214	胸	bitmap	low	3	胸綯梅痳痲
1215	天	ruby	high	5	
1216	怠	ruby	high	3	
1217	凧	ruby	high	2	
1218	奢	reading	medium	7	奢會箸著耆
1219	跌	bitmap	low	1	跌餤飮趺隙
1220	肝	ruby	high	2	
1221	撤	bitmap	low	1	撤挺撒擬檄
1222	獄	ruby	medium	1	
1223	頻	ruby	high	4	
1224	催	ruby	high	2	
1225	促	ruby	high	3	
1226	系	context	medium	2	系聶叢嘉崙
1227	愕	ruby	high	4	
1228	脇	context	medium	2	悩鍼蝠縊鎰
1229	貲	ruby	high	2	
1230	檻	ruby	high	2	
1231	葡	ruby	high	4	
1232	豢	bitmap	low	2	豢寨秦羣棊
1233	戛	bitmap	low	2	戛夏筧亶笈
1234	悸	context	medium	2	悖悸慘停陣
1235	華	ruby	high	3	
1236	墨	bitmap	low	3	墨册璧叟兇
1237	寳	bitmap	low	1	寳貫貧貪貰
1238	蛛	bitmap	low	1	蛛檪株橡銖
1239	万	ruby	medium	4	
1240	鼻	bitmap	low	1	鼻轟姦彝募
1241	俗	ruby	medium	1	
1242	暇	ruby	medium	1	
1243	劣	ruby	medium	1	
1244	粋	ruby	medium	2	
1245	愁	ruby	high	2	
1246	漫	ruby	high	2	
1247	娯	bitmap	low	1	娯轎蠎梹纃
1248	嫁	ruby	medium	2	
1249	遽	bitmap	low	1	遇送述遽道
1250	授	bitmap	low	1	撹佼授揆撥
1251	娑	ruby	medium	1	
1252	婆	ruby	medium	1	
1253	養	ruby	medium	1	
1254	寅	ruby	medium	1	
1255	哀	ruby	medium	1	
1256	群	ruby	medium	1	
1257	侠	bitmap	low	3	侠僕僖僂伎
1258	盧	bitmap	low	1	盧虚鹵■直
1259	朧	bitmap	low	1	繼朧膓糒臓
1260	炎	bitmap	low	1	炎奏典灸臭
1261	併	ruby	medium	2	
1262	繋	bitmap	low	4	繋繁樊絮磐
1263	咎	ruby	high	2	
1264	禹	ruby	high	2	
1265	千	ruby	medium	1	
1266	皆	ruby	medium	1	
1267	胱	bitmap	low	3	挑胱喪狭狹
1268	涯	ruby	medium	1	
1269	孤	ruby	medium	1	
1270	勿	ruby	medium	1	
1271	版	bitmap	low	1	眠抜販版翫
1272	湯	ruby	medium	6	
1273	效	okurigana	low	3	拠嵐胤旭錐
1274	船	ruby	medium	3	
1275	呂	ruby	high	20	
1276	沙	ruby	medium	1	
1277	汰	ruby	medium	1	
1278	謫	bitmap	low	1	謫鶲鐫鷁鸚
1279	煙	ruby	high	4	
1280	擬	bitmap	low	1	挺擬梃樅雛
1281	親	context	medium	4	鎖鰕孅鏃鋲
1282	蠍	bitmap	low	1	蠍攤撼瓣檄
1283	傾	ruby	medium	1	
1284	胞	ruby	medium	1	
1285	宿	okurigana	low	1	癰宿癖俗宸
1286	鵜	ruby	medium	1	
1287	野	ruby	medium	1	
1288	唳	bitmap	low	1	唳啖喉嚇嘛
1289	潟	bitmap	low	1	潟涎海撮孅
1290	即	ruby	medium	1	
1291	蝸	ruby	medium	1	
1292	妊	bitmap	low	1	妊狂衽抂託
1293	鯡	bitmap	low	1	鯡軈軅雕鰻
1294	幹	context	medium	2	幹絆胖鞐軫
1295	癒	ruby	medium	1	
1296	剰	ruby	medium	1	
1297	亜	ruby	medium	1	
1298	餃	bitmap	low	1	皎餃鮫絞蛟
1299	詮	ruby	medium	2	
1300	史	bitmap	low	1	史吏変売能
1301	吟	bitmap	low	1	吟哨吽畤時
1302	式	bitmap	low	1	式疚鉱貳訛
1303	叢	bitmap	low	1	麝群爺叢雛
1304	贖	ruby	medium	2	
1305	鐃	bitmap	low	2	饒鐃鐓饋蟯
1306	胖	bitmap	low	1	胖眸絆許蟀
1307	巖	bitmap	low	2	避巖巌靂厳
1308	蝣	bitmap	low	1	蝣緲轣癖轍
1309	撹	bitmap	low	2	撹挺倪疣揆
1310	餞	bitmap	low	1	披餞竸兢厳
1311	夕	context	medium	2	ダ歹タ癸亨
1312	尾	ruby	medium	1	
1313	核	ruby	high	2	
1314	鉾	ruby	medium	1	
1315	瞼	bitmap	low	1	瞼皎絵眦鯲
1316	弾	ruby	high	2	
1317	載	ruby	medium	1	
1318	飼	okurigana	low	1	醗鱒嬲辨鷓
1319	犬	bitmap	low	1	犬大火太夫
1320	哉	ruby	medium	1	
1321	乾	ruby	medium	1	
1322	山	bitmap	low	1	由山血出凾
1323	逐	ruby	medium	1	
1324	究	bitmap	low	1	究充覚党完
1325	架	ruby	medium	1	
1326	木	bitmap	low	2	木ネ本水禾
1327	脂	ruby	medium	1	
1328	鑛	bitmap	low	1	鑛鎖韻頷朧
1329	威	ruby	medium	1	
1330	富	ruby	medium	1	
1331	蟻	bitmap	low	1	蟻続蝣崗瞶
1332	郊	ruby	high	2	
1333	荘	ruby	high	4	
1334	駒	ruby	medium	1	
1335	模	ruby	medium	1	
1336	巣	bitmap	low	1	巣藥贏曩嵐
1337	儿	bitmap	low	1	儿丸扎札乱
1338	眉	ruby	medium	1	
1339	唾	ruby	medium	1	
1340	顕	ruby	high	2	
1341	奮	bitmap	low	1	奮當奩童量
1342	摂	ruby	medium	2	
1343	讐	ruby	medium	1	
1344	玉	ruby	high	2	
1345	託	ruby	medium	1	
1346	育	bitmap	low	1	育會資音脊
1347	嬉	reading	medium	1	鏃嫉癖嬢繻
1348	衰	reading	medium	1	衰袞食嚢貪
1349	滞	ruby	medium	1	
1350	毒	bitmap	low	1	毒嗇矗巖龕
1351	遂	bitmap	low	2	遂逐遅達違
1352	酌	ruby	medium	1	
1353	機	context	medium	2	蝸鏃鍋銚継
1354	Τ	bitmap	low	1	ΤＴ『】｜
1355	癡	bitmap	low	1	癡繼殲嶽孅
1356	悶	ruby	medium	1	
1357	璧	ruby	medium	1	
1358	陳	bitmap	low	1	陳陣擽隙険
1359	択	ruby	medium	5	
1360	嫉	ruby	medium	1	
1361	妬	ruby	medium	1	
1362	疽	bitmap	low	1	疽痘泡疱庖
1363	寒	bitmap	low	0	寒寧寨崋篳
1364	彎	bitmap	low	0	彎背鸞噂轡
1365	粛	bitmap	low	0	粛湊漢澡浹
1366	肢	bitmap	low	4	肢陂跂鮟技
1367	緋	bitmap	low	1	緋婦嶮縅鯡
